day,network,kind,metric,n,of,value
2026-09-15,aleo,static,state,,,ok
2026-09-15,aleo,static,age_hours,,,20.8
2026-09-15,aleo,static,timetable_ends_on,,,2027-07-04
2026-09-15,aleo,static,days_left,,,292
2026-09-15,aleo,trip_updates,samples,,,2
2026-09-15,aleo,trip_updates,ok,,,2
2026-09-15,aleo,trip_updates,header_age_seconds,,,9
2026-09-15,aleo,trip_updates,entities,,,21
2026-09-15,aleo,trip_updates,no_trip_id,,,0
2026-09-15,aleo,trip_updates,trip_join,20,20,
2026-09-15,aleo,trip_updates,stop_updates_timed,647,648,
2026-09-15,aleo,trip_updates,cancelled,0,20,
2026-09-15,aleo,vehicle_positions,samples,,,2
2026-09-15,aleo,vehicle_positions,ok,,,2
2026-09-15,aleo,vehicle_positions,header_age_seconds,,,9
2026-09-15,aleo,vehicle_positions,entities,,,21
2026-09-15,aleo,vehicle_positions,with_position,20,20,
2026-09-15,aleo,vehicle_positions,with_trip_id,20,20,
2026-09-15,aleo,vehicle_positions,with_route_id,20,20,
2026-09-15,aleo,vehicle_positions,trip_join,20,20,
2026-09-15,cars-38,static,state,,,ok
2026-09-15,cars-38,static,age_hours,,,86.8
2026-09-15,cars-38,static,timetable_ends_on,,,2027-08-31
2026-09-15,cars-38,static,days_left,,,350
2026-09-15,cars-38,trip_updates,samples,,,2
2026-09-15,cars-38,trip_updates,ok,,,2
2026-09-15,cars-38,trip_updates,header_age_seconds,,,50
2026-09-15,cars-38,trip_updates,entities,,,22
2026-09-15,cars-38,trip_updates,no_trip_id,,,0
2026-09-15,cars-38,trip_updates,trip_join,44,44,
2026-09-15,cars-38,trip_updates,stop_updates_timed,489,489,
2026-09-15,cars-38,trip_updates,cancelled,2,44,
2026-09-15,cars-38,alerts,samples,,,2
2026-09-15,cars-38,alerts,ok,,,2
2026-09-15,cars-38,alerts,header_age_seconds,,,33
2026-09-15,cars-38,alerts,entities,,,1098
2026-09-15,cars-38,alerts,informed_resolved,5964,5964,
2026-09-15,jybus,static,state,,,ok
2026-09-15,jybus,static,age_hours,,,159.6
2026-09-15,jybus,static,timetable_ends_on,,,2027-07-03
2026-09-15,jybus,static,days_left,,,291
2026-09-15,jybus,trip_updates,samples,,,2
2026-09-15,jybus,trip_updates,ok,,,2
2026-09-15,jybus,trip_updates,header_age_seconds,,,18
2026-09-15,jybus,trip_updates,entities,,,6
2026-09-15,jybus,trip_updates,no_trip_id,,,0
2026-09-15,jybus,trip_updates,trip_join,13,13,
2026-09-15,jybus,trip_updates,stop_updates_timed,99,99,
2026-09-15,jybus,trip_updates,cancelled,0,13,
2026-09-15,jybus,vehicle_positions,samples,,,2
2026-09-15,jybus,vehicle_positions,ok,,,2
2026-09-15,jybus,vehicle_positions,header_age_seconds,,,8
2026-09-15,jybus,vehicle_positions,entities,,,5
2026-09-15,jybus,vehicle_positions,with_position,10,10,
2026-09-15,jybus,vehicle_positions,with_trip_id,10,10,
2026-09-15,jybus,vehicle_positions,with_route_id,10,10,
2026-09-15,jybus,vehicle_positions,trip_join,10,10,
2026-09-15,lva,static,state,,,ok
2026-09-15,lva,static,age_hours,,,159.6
2026-09-15,lva,static,timetable_ends_on,,,2026-12-31
2026-09-15,lva,static,days_left,,,107
2026-09-15,lva,trip_updates,samples,,,2
2026-09-15,lva,trip_updates,ok,,,2
2026-09-15,lva,trip_updates,header_age_seconds,,,0
2026-09-15,lva,trip_updates,entities,,,24
2026-09-15,lva,trip_updates,no_trip_id,,,0
2026-09-15,lva,trip_updates,trip_join,27,27,
2026-09-15,lva,trip_updates,stop_updates_timed,357,357,
2026-09-15,lva,trip_updates,cancelled,0,27,
2026-09-15,lva,vehicle_positions,samples,,,2
2026-09-15,lva,vehicle_positions,ok,,,2
2026-09-15,lva,vehicle_positions,header_age_seconds,,,0
2026-09-15,lva,vehicle_positions,entities,,,24
2026-09-15,lva,vehicle_positions,with_position,22,22,
2026-09-15,lva,vehicle_positions,with_trip_id,22,22,
2026-09-15,lva,vehicle_positions,with_route_id,22,22,
2026-09-15,lva,vehicle_positions,trip_join,22,22,
2026-09-15,lva,alerts,samples,,,2
2026-09-15,lva,alerts,ok,,,2
2026-09-15,lva,alerts,header_age_seconds,,,0
2026-09-15,lva,alerts,entities,,,12
2026-09-15,lva,alerts,informed_resolved,31,31,
2026-09-15,maelis,static,state,,,never_ingested
2026-09-15,maelis,static,age_hours,,,
2026-09-15,maelis,static,timetable_ends_on,,,
2026-09-15,maelis,static,days_left,,,
2026-09-15,maelis,trip_updates,samples,,,2
2026-09-15,maelis,trip_updates,ok,,,2
2026-09-15,maelis,trip_updates,header_age_seconds,,,4
2026-09-15,maelis,trip_updates,entities,,,23
2026-09-15,maelis,trip_updates,no_trip_id,,,0
2026-09-15,maelis,trip_updates,trip_join,,,
2026-09-15,maelis,trip_updates,stop_updates_timed,1476,1476,
2026-09-15,maelis,trip_updates,cancelled,0,47,
2026-09-15,maelis,vehicle_positions,samples,,,2
2026-09-15,maelis,vehicle_positions,ok,,,2
2026-09-15,maelis,vehicle_positions,header_age_seconds,,,5
2026-09-15,maelis,vehicle_positions,entities,,,12
2026-09-15,maelis,vehicle_positions,with_position,24,24,
2026-09-15,maelis,vehicle_positions,with_trip_id,24,24,
2026-09-15,maelis,vehicle_positions,with_route_id,0,24,
2026-09-15,maelis,vehicle_positions,trip_join,,,
2026-09-15,mobivie,static,state,,,ok
2026-09-15,mobivie,static,age_hours,,,124.8
2026-09-15,mobivie,static,timetable_ends_on,,,2027-08-29
2026-09-15,mobivie,static,days_left,,,348
2026-09-15,mobivie,trip_updates,samples,,,2
2026-09-15,mobivie,trip_updates,ok,,,2
2026-09-15,mobivie,trip_updates,header_age_seconds,,,1
2026-09-15,mobivie,trip_updates,entities,,,39
2026-09-15,mobivie,trip_updates,no_trip_id,,,0
2026-09-15,mobivie,trip_updates,trip_join,78,78,
2026-09-15,mobivie,trip_updates,stop_updates_timed,1805,1808,
2026-09-15,mobivie,trip_updates,cancelled,0,78,
2026-09-15,mobivie,vehicle_positions,samples,,,2
2026-09-15,mobivie,vehicle_positions,ok,,,2
2026-09-15,mobivie,vehicle_positions,header_age_seconds,,,2
2026-09-15,mobivie,vehicle_positions,entities,,,11
2026-09-15,mobivie,vehicle_positions,with_position,22,22,
2026-09-15,mobivie,vehicle_positions,with_trip_id,22,22,
2026-09-15,mobivie,vehicle_positions,with_route_id,22,22,
2026-09-15,mobivie,vehicle_positions,trip_join,22,22,
2026-09-15,montelibus,static,state,,,ok
2026-09-15,montelibus,static,age_hours,,,159.4
2026-09-15,montelibus,static,timetable_ends_on,,,2026-10-18
2026-09-15,montelibus,static,days_left,,,33
2026-09-15,montelibus,trip_updates,samples,,,2
2026-09-15,montelibus,trip_updates,ok,,,2
2026-09-15,montelibus,trip_updates,header_age_seconds,,,4
2026-09-15,montelibus,trip_updates,entities,,,42
2026-09-15,montelibus,trip_updates,no_trip_id,,,0
2026-09-15,montelibus,trip_updates,trip_join,85,85,
2026-09-15,montelibus,trip_updates,stop_updates_timed,1705,1785,
2026-09-15,montelibus,trip_updates,cancelled,0,85,
2026-09-15,montelibus,vehicle_positions,samples,,,2
2026-09-15,montelibus,vehicle_positions,ok,,,2
2026-09-15,montelibus,vehicle_positions,header_age_seconds,,,4
2026-09-15,montelibus,vehicle_positions,entities,,,12
2026-09-15,montelibus,vehicle_positions,with_position,24,24,
2026-09-15,montelibus,vehicle_positions,with_trip_id,24,24,
2026-09-15,montelibus,vehicle_positions,with_route_id,24,24,
2026-09-15,montelibus,vehicle_positions,trip_join,24,24,
2026-09-15,ondea,static,state,,,ok
2026-09-15,ondea,static,age_hours,,,159.8
2026-09-15,ondea,static,timetable_ends_on,,,2026-12-31
2026-09-15,ondea,static,days_left,,,107
2026-09-15,ondea,trip_updates,samples,,,2
2026-09-15,ondea,trip_updates,ok,,,2
2026-09-15,ondea,trip_updates,header_age_seconds,,,22
2026-09-15,ondea,trip_updates,entities,,,25
2026-09-15,ondea,trip_updates,no_trip_id,,,0
2026-09-15,ondea,trip_updates,trip_join,50,50,
2026-09-15,ondea,trip_updates,stop_updates_timed,1228,1228,
2026-09-15,ondea,trip_updates,cancelled,0,50,
2026-09-15,ondea,alerts,samples,,,2
2026-09-15,ondea,alerts,ok,,,2
2026-09-15,ondea,alerts,header_age_seconds,,,6
2026-09-15,ondea,alerts,entities,,,11
2026-09-15,ondea,alerts,informed_resolved,22,22,
2026-09-15,rlv,static,state,,,ok
2026-09-15,rlv,static,age_hours,,,159.5
2026-09-15,rlv,static,timetable_ends_on,,,2027-08-28
2026-09-15,rlv,static,days_left,,,347
2026-09-15,rlv,trip_updates,samples,,,2
2026-09-15,rlv,trip_updates,ok,,,2
2026-09-15,rlv,trip_updates,header_age_seconds,,,2
2026-09-15,rlv,trip_updates,entities,,,28
2026-09-15,rlv,trip_updates,no_trip_id,,,0
2026-09-15,rlv,trip_updates,trip_join,56,56,
2026-09-15,rlv,trip_updates,stop_updates_timed,1536,1536,
2026-09-15,rlv,trip_updates,cancelled,0,56,
2026-09-15,rlv,vehicle_positions,samples,,,2
2026-09-15,rlv,vehicle_positions,ok,,,2
2026-09-15,rlv,vehicle_positions,header_age_seconds,,,4
2026-09-15,rlv,vehicle_positions,entities,,,6
2026-09-15,rlv,vehicle_positions,with_position,12,12,
2026-09-15,rlv,vehicle_positions,with_trip_id,12,12,
2026-09-15,rlv,vehicle_positions,with_route_id,12,12,
2026-09-15,rlv,vehicle_positions,trip_join,12,12,
2026-09-15,ruban,static,state,,,ok
2026-09-15,ruban,static,age_hours,,,18.8
2026-09-15,ruban,static,timetable_ends_on,,,2027-08-28
2026-09-15,ruban,static,days_left,,,347
2026-09-15,ruban,trip_updates,samples,,,2
2026-09-15,ruban,trip_updates,ok,,,2
2026-09-15,ruban,trip_updates,header_age_seconds,,,4
2026-09-15,ruban,trip_updates,entities,,,39
2026-09-15,ruban,trip_updates,no_trip_id,,,0
2026-09-15,ruban,trip_updates,trip_join,39,39,
2026-09-15,ruban,trip_updates,stop_updates_timed,1184,1191,
2026-09-15,ruban,trip_updates,cancelled,0,39,
2026-09-15,ruban,vehicle_positions,samples,,,2
2026-09-15,ruban,vehicle_positions,ok,,,2
2026-09-15,ruban,vehicle_positions,header_age_seconds,,,4
2026-09-15,ruban,vehicle_positions,entities,,,39
2026-09-15,ruban,vehicle_positions,with_position,39,39,
2026-09-15,ruban,vehicle_positions,with_trip_id,39,39,
2026-09-15,ruban,vehicle_positions,with_route_id,39,39,
2026-09-15,ruban,vehicle_positions,trip_join,39,39,
2026-09-15,rubis,static,state,,,never_ingested
2026-09-15,rubis,static,age_hours,,,
2026-09-15,rubis,static,timetable_ends_on,,,
2026-09-15,rubis,static,days_left,,,
2026-09-15,rubis,trip_updates,samples,,,2
2026-09-15,rubis,trip_updates,ok,,,2
2026-09-15,rubis,trip_updates,header_age_seconds,,,11
2026-09-15,rubis,trip_updates,entities,,,57
2026-09-15,rubis,trip_updates,no_trip_id,,,0
2026-09-15,rubis,trip_updates,trip_join,,,
2026-09-15,rubis,trip_updates,stop_updates_timed,3205,3205,
2026-09-15,rubis,trip_updates,cancelled,0,114,
2026-09-15,rubis,vehicle_positions,samples,,,2
2026-09-15,rubis,vehicle_positions,ok,,,2
2026-09-15,rubis,vehicle_positions,header_age_seconds,,,6
2026-09-15,rubis,vehicle_positions,entities,,,29
2026-09-15,rubis,vehicle_positions,with_position,59,59,
2026-09-15,rubis,vehicle_positions,with_trip_id,59,59,
2026-09-15,rubis,vehicle_positions,with_route_id,0,59,
2026-09-15,rubis,vehicle_positions,trip_join,,,
2026-09-15,sibra,static,state,,,ok
2026-09-15,sibra,static,age_hours,,,113.8
2026-09-15,sibra,static,timetable_ends_on,,,2026-10-18
2026-09-15,sibra,static,days_left,,,33
2026-09-15,stas,static,state,,,never_ingested
2026-09-15,stas,static,age_hours,,,
2026-09-15,stas,static,timetable_ends_on,,,
2026-09-15,stas,static,days_left,,,
2026-09-15,stas,trip_updates,samples,,,2
2026-09-15,stas,trip_updates,ok,,,0
2026-09-15,stas,trip_updates,header_age_seconds,,,
2026-09-15,stas,trip_updates,entities,,,
2026-09-15,stas,trip_updates,no_trip_id,,,0
2026-09-15,stas,trip_updates,trip_join,,,
2026-09-15,stas,trip_updates,stop_updates_timed,,,
2026-09-15,stas,trip_updates,cancelled,,,
2026-09-15,synchro,static,state,,,ok
2026-09-15,synchro,static,age_hours,,,159.6
2026-09-15,synchro,static,timetable_ends_on,,,2026-10-18
2026-09-15,synchro,static,days_left,,,33
2026-09-15,synchro,trip_updates,samples,,,2
2026-09-15,synchro,trip_updates,ok,,,2
2026-09-15,synchro,trip_updates,header_age_seconds,,,6
2026-09-15,synchro,trip_updates,entities,,,213
2026-09-15,synchro,trip_updates,no_trip_id,,,0
2026-09-15,synchro,trip_updates,trip_join,427,427,
2026-09-15,synchro,trip_updates,stop_updates_timed,12963,13621,
2026-09-15,synchro,trip_updates,cancelled,0,427,
2026-09-15,synchro,alerts,samples,,,2
2026-09-15,synchro,alerts,ok,,,2
2026-09-15,synchro,alerts,header_age_seconds,,,0
2026-09-15,synchro,alerts,entities,,,13
2026-09-15,synchro,alerts,informed_resolved,32,34,
2026-09-15,t2c,static,state,,,ok
2026-09-15,t2c,static,age_hours,,,159.8
2026-09-15,t2c,static,timetable_ends_on,,,2026-12-31
2026-09-15,t2c,static,days_left,,,107
2026-09-15,t2c,trip_updates,samples,,,2
2026-09-15,t2c,trip_updates,ok,,,2
2026-09-15,t2c,trip_updates,header_age_seconds,,,7
2026-09-15,t2c,trip_updates,entities,,,901
2026-09-15,t2c,trip_updates,no_trip_id,,,0
2026-09-15,t2c,trip_updates,trip_join,58,1802,
2026-09-15,t2c,trip_updates,stop_updates_timed,55756,56793,
2026-09-15,t2c,trip_updates,cancelled,20,1802,
2026-09-15,tac-annemasse,static,state,,,ok
2026-09-15,tac-annemasse,static,age_hours,,,159.6
2026-09-15,tac-annemasse,static,timetable_ends_on,,,2027-08-31
2026-09-15,tac-annemasse,static,days_left,,,350
2026-09-15,tac-annemasse,trip_updates,samples,,,2
2026-09-15,tac-annemasse,trip_updates,ok,,,2
2026-09-15,tac-annemasse,trip_updates,header_age_seconds,,,19
2026-09-15,tac-annemasse,trip_updates,entities,,,54
2026-09-15,tac-annemasse,trip_updates,no_trip_id,,,0
2026-09-15,tac-annemasse,trip_updates,trip_join,107,108,
2026-09-15,tac-annemasse,trip_updates,stop_updates_timed,1942,2166,
2026-09-15,tac-annemasse,trip_updates,cancelled,0,108,
2026-09-15,tac-annemasse,alerts,samples,,,2
2026-09-15,tac-annemasse,alerts,ok,,,2
2026-09-15,tac-annemasse,alerts,header_age_seconds,,,5
2026-09-15,tac-annemasse,alerts,entities,,,8
2026-09-15,tac-annemasse,alerts,informed_resolved,20,20,
2026-09-15,tag,static,state,,,ok
2026-09-15,tag,static,age_hours,,,22.8
2026-09-15,tag,static,timetable_ends_on,,,2026-12-31
2026-09-15,tag,static,days_left,,,107
2026-09-15,divia,static,state,,,ok
2026-09-15,divia,static,age_hours,,,159.7
2026-09-15,divia,static,timetable_ends_on,,,2026-12-31
2026-09-15,divia,static,days_left,,,107
2026-09-15,divia,trip_updates,samples,,,2
2026-09-15,divia,trip_updates,ok,,,2
2026-09-15,divia,trip_updates,header_age_seconds,,,10
2026-09-15,divia,trip_updates,entities,,,324
2026-09-15,divia,trip_updates,no_trip_id,,,0
2026-09-15,divia,trip_updates,trip_join,648,648,
2026-09-15,divia,trip_updates,stop_updates_timed,15035,15064,
2026-09-15,divia,trip_updates,cancelled,18,648,
2026-09-15,divia,vehicle_positions,samples,,,2
2026-09-15,divia,vehicle_positions,ok,,,2
2026-09-15,divia,vehicle_positions,header_age_seconds,,,3
2026-09-15,divia,vehicle_positions,entities,,,112
2026-09-15,divia,vehicle_positions,with_position,225,225,
2026-09-15,divia,vehicle_positions,with_trip_id,224,225,
2026-09-15,divia,vehicle_positions,with_route_id,224,225,
2026-09-15,divia,vehicle_positions,trip_join,224,224,
2026-09-15,ginko,static,state,,,ok
2026-09-15,ginko,static,age_hours,,,28.8
2026-09-15,ginko,static,timetable_ends_on,,,2026-10-25
2026-09-15,ginko,static,days_left,,,40
2026-09-15,grandole,static,state,,,ok
2026-09-15,grandole,static,age_hours,,,159.6
2026-09-15,grandole,static,timetable_ends_on,,,2027-09-10
2026-09-15,grandole,static,days_left,,,360
2026-09-15,grandole,trip_updates,samples,,,2
2026-09-15,grandole,trip_updates,ok,,,2
2026-09-15,grandole,trip_updates,header_age_seconds,,,3
2026-09-15,grandole,trip_updates,entities,,,20
2026-09-15,grandole,trip_updates,no_trip_id,,,0
2026-09-15,grandole,trip_updates,trip_join,40,40,
2026-09-15,grandole,trip_updates,stop_updates_timed,911,917,
2026-09-15,grandole,trip_updates,cancelled,0,40,
2026-09-15,leo,static,state,,,ok
2026-09-15,leo,static,age_hours,,,159.8
2026-09-15,leo,static,timetable_ends_on,,,2027-01-03
2026-09-15,leo,static,days_left,,,110
2026-09-15,mobigo,static,state,,,ok
2026-09-15,mobigo,static,age_hours,,,159.5
2026-09-15,mobigo,static,timetable_ends_on,,,2026-12-31
2026-09-15,mobigo,static,days_left,,,107
2026-09-15,moova,static,state,,,ok
2026-09-15,moova,static,age_hours,,,159.8
2026-09-15,moova,static,timetable_ends_on,,,2027-08-31
2026-09-15,moova,static,days_left,,,350
2026-09-15,moova,trip_updates,samples,,,2
2026-09-15,moova,trip_updates,ok,,,2
2026-09-15,moova,trip_updates,header_age_seconds,,,5
2026-09-15,moova,trip_updates,entities,,,24
2026-09-15,moova,trip_updates,no_trip_id,,,0
2026-09-15,moova,trip_updates,trip_join,46,48,
2026-09-15,moova,trip_updates,stop_updates_timed,897,897,
2026-09-15,moova,trip_updates,cancelled,0,48,
2026-09-15,optymo,static,state,,,ok
2026-09-15,optymo,static,age_hours,,,159.5
2026-09-15,optymo,static,timetable_ends_on,,,2026-12-31
2026-09-15,optymo,static,days_left,,,107
2026-09-15,taneo,static,state,,,ok
2026-09-15,taneo,static,age_hours,,,159.5
2026-09-15,taneo,static,timetable_ends_on,,,2026-12-31
2026-09-15,taneo,static,days_left,,,107
2026-09-15,evolity,static,state,,,ok
2026-09-15,evolity,static,age_hours,,,159.8
2026-09-15,evolity,static,timetable_ends_on,,,2027-06-11
2026-09-15,evolity,static,days_left,,,269
2026-09-15,belleile,static,state,,,ok
2026-09-15,belleile,static,age_hours,,,159.6
2026-09-15,belleile,static,timetable_ends_on,,,2026-11-01
2026-09-15,belleile,static,days_left,,,47
2026-09-15,bibus,static,state,,,ok
2026-09-15,bibus,static,age_hours,,,108.8
2026-09-15,bibus,static,timetable_ends_on,,,2026-12-20
2026-09-15,bibus,static,days_left,,,96
2026-09-15,bibus,trip_updates,samples,,,2
2026-09-15,bibus,trip_updates,ok,,,2
2026-09-15,bibus,trip_updates,header_age_seconds,,,58
2026-09-15,bibus,trip_updates,entities,,,1219
2026-09-15,bibus,trip_updates,no_trip_id,,,0
2026-09-15,bibus,trip_updates,trip_join,2387,2438,
2026-09-15,bibus,trip_updates,stop_updates_timed,62082,62082,
2026-09-15,bibus,trip_updates,cancelled,0,2438,
2026-09-15,bibus,vehicle_positions,samples,,,2
2026-09-15,bibus,vehicle_positions,ok,,,2
2026-09-15,bibus,vehicle_positions,header_age_seconds,,,33
2026-09-15,bibus,vehicle_positions,entities,,,107
2026-09-15,bibus,vehicle_positions,with_position,215,215,
2026-09-15,bibus,vehicle_positions,with_trip_id,215,215,
2026-09-15,bibus,vehicle_positions,with_route_id,215,215,
2026-09-15,bibus,vehicle_positions,trip_join,213,215,
2026-09-15,bibus,alerts,samples,,,2
2026-09-15,bibus,alerts,ok,,,2
2026-09-15,bibus,alerts,header_age_seconds,,,5
2026-09-15,bibus,alerts,entities,,,34
2026-09-15,bibus,alerts,informed_resolved,85,85,
2026-09-15,breizhgo-car35,static,state,,,ok
2026-09-15,breizhgo-car35,static,age_hours,,,20.8
2026-09-15,breizhgo-car35,static,timetable_ends_on,,,2027-07-02
2026-09-15,breizhgo-car35,static,days_left,,,290
2026-09-15,breizhgo-car35,trip_updates,samples,,,2
2026-09-15,breizhgo-car35,trip_updates,ok,,,2
2026-09-15,breizhgo-car35,trip_updates,header_age_seconds,,,4218
2026-09-15,breizhgo-car35,trip_updates,entities,,,3
2026-09-15,breizhgo-car35,trip_updates,no_trip_id,,,0
2026-09-15,breizhgo-car35,trip_updates,trip_join,6,6,
2026-09-15,breizhgo-car35,trip_updates,stop_updates_timed,14,14,
2026-09-15,breizhgo-car35,trip_updates,cancelled,0,6,
2026-09-15,glazgo,static,state,,,ok
2026-09-15,glazgo,static,age_hours,,,159.6
2026-09-15,glazgo,static,timetable_ends_on,,,2027-07-02
2026-09-15,glazgo,static,days_left,,,290
2026-09-15,glazgo,trip_updates,samples,,,2
2026-09-15,glazgo,trip_updates,ok,,,2
2026-09-15,glazgo,trip_updates,header_age_seconds,,,8
2026-09-15,glazgo,trip_updates,entities,,,66
2026-09-15,glazgo,trip_updates,no_trip_id,,,0
2026-09-15,glazgo,trip_updates,trip_join,8,8,
2026-09-15,glazgo,trip_updates,stop_updates_timed,193,196,
2026-09-15,glazgo,trip_updates,cancelled,0,8,
2026-09-15,glazgo,vehicle_positions,samples,,,2
2026-09-15,glazgo,vehicle_positions,ok,,,2
2026-09-15,glazgo,vehicle_positions,header_age_seconds,,,8
2026-09-15,glazgo,vehicle_positions,entities,,,66
2026-09-15,glazgo,vehicle_positions,with_position,8,8,
2026-09-15,glazgo,vehicle_positions,with_trip_id,8,8,
2026-09-15,glazgo,vehicle_positions,with_route_id,8,8,
2026-09-15,glazgo,vehicle_positions,trip_join,8,8,
2026-09-15,glazgo,alerts,samples,,,2
2026-09-15,glazgo,alerts,ok,,,2
2026-09-15,glazgo,alerts,header_age_seconds,,,8
2026-09-15,glazgo,alerts,entities,,,66
2026-09-15,glazgo,alerts,informed_resolved,8,8,
2026-09-15,izilo,static,state,,,ok
2026-09-15,izilo,static,age_hours,,,159.8
2026-09-15,izilo,static,timetable_ends_on,,,2026-10-18
2026-09-15,izilo,static,days_left,,,33
2026-09-15,izilo,trip_updates,samples,,,2
2026-09-15,izilo,trip_updates,ok,,,2
2026-09-15,izilo,trip_updates,header_age_seconds,,,11
2026-09-15,izilo,trip_updates,entities,,,158
2026-09-15,izilo,trip_updates,no_trip_id,,,0
2026-09-15,izilo,trip_updates,trip_join,316,317,
2026-09-15,izilo,trip_updates,stop_updates_timed,3390,3485,
2026-09-15,izilo,trip_updates,cancelled,0,317,
2026-09-15,izilo,alerts,samples,,,2
2026-09-15,izilo,alerts,ok,,,2
2026-09-15,izilo,alerts,header_age_seconds,,,9
2026-09-15,izilo,alerts,entities,,,23
2026-09-15,izilo,alerts,informed_resolved,82,84,
2026-09-15,kiceo,static,state,,,ok
2026-09-15,kiceo,static,age_hours,,,125.7
2026-09-15,kiceo,static,timetable_ends_on,,,2027-07-02
2026-09-15,kiceo,static,days_left,,,290
2026-09-15,kiceo,trip_updates,samples,,,2
2026-09-15,kiceo,trip_updates,ok,,,2
2026-09-15,kiceo,trip_updates,header_age_seconds,,,15
2026-09-15,kiceo,trip_updates,entities,,,0
2026-09-15,kiceo,trip_updates,no_trip_id,,,0
2026-09-15,kiceo,trip_updates,trip_join,0,0,
2026-09-15,kiceo,trip_updates,stop_updates_timed,0,0,
2026-09-15,kiceo,trip_updates,cancelled,0,0,
2026-09-15,kiceo,vehicle_positions,samples,,,2
2026-09-15,kiceo,vehicle_positions,ok,,,2
2026-09-15,kiceo,vehicle_positions,header_age_seconds,,,10
2026-09-15,kiceo,vehicle_positions,entities,,,0
2026-09-15,kiceo,vehicle_positions,with_position,0,0,
2026-09-15,kiceo,vehicle_positions,with_trip_id,0,0,
2026-09-15,kiceo,vehicle_positions,with_route_id,0,0,
2026-09-15,kiceo,vehicle_positions,trip_join,0,0,
2026-09-15,kiceo,alerts,samples,,,2
2026-09-15,kiceo,alerts,ok,,,2
2026-09-15,kiceo,alerts,header_age_seconds,,,15
2026-09-15,kiceo,alerts,entities,,,5
2026-09-15,kiceo,alerts,informed_resolved,286,286,
2026-09-15,mat,static,state,,,ok
2026-09-15,mat,static,age_hours,,,159.6
2026-09-15,mat,static,timetable_ends_on,,,2026-12-31
2026-09-15,mat,static,days_left,,,107
2026-09-15,qub,static,state,,,ok
2026-09-15,qub,static,age_hours,,,159.7
2026-09-15,qub,static,timetable_ends_on,,,2027-01-03
2026-09-15,qub,static,days_left,,,110
2026-09-15,qub,trip_updates,samples,,,2
2026-09-15,qub,trip_updates,ok,,,2
2026-09-15,qub,trip_updates,header_age_seconds,,,0
2026-09-15,qub,trip_updates,entities,,,93
2026-09-15,qub,trip_updates,no_trip_id,,,0
2026-09-15,qub,trip_updates,trip_join,185,187,
2026-09-15,qub,trip_updates,stop_updates_timed,5776,5968,
2026-09-15,qub,trip_updates,cancelled,0,187,
2026-09-15,qub,vehicle_positions,samples,,,2
2026-09-15,qub,vehicle_positions,ok,,,2
2026-09-15,qub,vehicle_positions,header_age_seconds,,,0
2026-09-15,qub,vehicle_positions,entities,,,36
2026-09-15,qub,vehicle_positions,with_position,72,72,
2026-09-15,qub,vehicle_positions,with_trip_id,72,72,
2026-09-15,qub,vehicle_positions,with_route_id,72,72,
2026-09-15,qub,vehicle_positions,trip_join,72,72,
2026-09-15,qub,alerts,samples,,,2
2026-09-15,qub,alerts,ok,,,2
2026-09-15,qub,alerts,header_age_seconds,,,0
2026-09-15,qub,alerts,entities,,,6
2026-09-15,qub,alerts,informed_resolved,22,22,
2026-09-15,riv-ploermel,static,state,,,ok
2026-09-15,riv-ploermel,static,age_hours,,,159.6
2026-09-15,riv-ploermel,static,timetable_ends_on,,,2027-08-31
2026-09-15,riv-ploermel,static,days_left,,,350
2026-09-15,star,static,state,,,ok
2026-09-15,star,static,age_hours,,,20.8
2026-09-15,star,static,timetable_ends_on,,,2026-10-18
2026-09-15,star,static,days_left,,,33
2026-09-15,star,trip_updates,samples,,,2
2026-09-15,star,trip_updates,ok,,,2
2026-09-15,star,trip_updates,header_age_seconds,,,15
2026-09-15,star,trip_updates,entities,,,402
2026-09-15,star,trip_updates,no_trip_id,,,0
2026-09-15,star,trip_updates,trip_join,754,805,
2026-09-15,star,trip_updates,stop_updates_timed,18908,20332,
2026-09-15,star,trip_updates,cancelled,29,805,
2026-09-15,star,vehicle_positions,samples,,,2
2026-09-15,star,vehicle_positions,ok,,,2
2026-09-15,star,vehicle_positions,header_age_seconds,,,4
2026-09-15,star,vehicle_positions,entities,,,163
2026-09-15,star,vehicle_positions,with_position,326,326,
2026-09-15,star,vehicle_positions,with_trip_id,326,326,
2026-09-15,star,vehicle_positions,with_route_id,326,326,
2026-09-15,star,vehicle_positions,trip_join,314,326,
2026-09-15,star,alerts,samples,,,2
2026-09-15,star,alerts,ok,,,2
2026-09-15,star,alerts,header_age_seconds,,,6
2026-09-15,star,alerts,entities,,,46
2026-09-15,star,alerts,informed_resolved,503,503,
2026-09-15,tub,static,state,,,ok
2026-09-15,tub,static,age_hours,,,159.7
2026-09-15,tub,static,timetable_ends_on,,,2026-12-31
2026-09-15,tub,static,days_left,,,107
2026-09-15,agglobus-bourges,static,state,,,ok
2026-09-15,agglobus-bourges,static,age_hours,,,78.8
2026-09-15,agglobus-bourges,static,timetable_ends_on,,,2027-09-11
2026-09-15,agglobus-bourges,static,days_left,,,361
2026-09-15,agglobus-bourges,trip_updates,samples,,,2
2026-09-15,agglobus-bourges,trip_updates,ok,,,2
2026-09-15,agglobus-bourges,trip_updates,header_age_seconds,,,14
2026-09-15,agglobus-bourges,trip_updates,entities,,,65
